Manufacturer,Lens Family,Focal Length,Speed,Close Focus,Mount,Coverage,Image Circle,Anamorphic Squeeze,Outer Diameter,Filter Thread,Weight,Lens Type,Notes,Lens Specialty,photo,description,Hybrid
Tribe7,Blackwing 7,47mm,T1.9,"18.5""",PL,Full Frame,,1x,104mm,N/A,3.8lbs,Prime,"T-Tuned <p><a href=""/lens?family=Blackwing%207"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6adfa75e-6a39-4c57-b24f-68c357d25806/Blackwing+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e1d8564a-2846-4054-836f-4bc347145bf4/5S5A3992Edit+copy+2.jpg?content-type=image%2Fjpeg","Tribe7 Blackwing lenses are carefully tuned to create a cinematic look with a unique character. Inspired by classic optics they produce controlled distortion that enhances contrast roll-off, adds halation at the edges, and gives the image a softened, artistic feel with vintage-style flares. These lenses deliver a smooth, expressive image perfect for filmmakers seeking a distinctive visual style.",
Tribe7,Blackwing 7,57mm,T1.9,"18""",PL,Full Frame,,1x,104mm,N/A,3.8lbs,Prime,"T-Tuned <p><a href=""/lens?family=Blackwing%207"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6adfa75e-6a39-4c57-b24f-68c357d25806/Blackwing+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e1d8564a-2846-4054-836f-4bc347145bf4/5S5A3992Edit+copy+2.jpg?content-type=image%2Fjpeg","Tribe7 Blackwing lenses are carefully tuned to create a cinematic look with a unique character. Inspired by classic optics they produce controlled distortion that enhances contrast roll-off, adds halation at the edges, and gives the image a softened, artistic feel with vintage-style flares. These lenses deliver a smooth, expressive image perfect for filmmakers seeking a distinctive visual style.",
Tribe7,Blackwing 7,77mm,T1.9,"2'2""",PL,Full Frame,,1x,104mm,N/A,3.6lbs,Prime,"T-Tuned <p><a href=""/lens?family=Blackwing%207"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6adfa75e-6a39-4c57-b24f-68c357d25806/Blackwing+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e1d8564a-2846-4054-836f-4bc347145bf4/5S5A3992Edit+copy+2.jpg?content-type=image%2Fjpeg","Tribe7 Blackwing lenses are carefully tuned to create a cinematic look with a unique character. Inspired by classic optics they produce controlled distortion that enhances contrast roll-off, adds halation at the edges, and gives the image a softened, artistic feel with vintage-style flares. These lenses deliver a smooth, expressive image perfect for filmmakers seeking a distinctive visual style.",
Tribe7,Blackwing 7,107mm,T1.9,"2'4""",PL,Full Frame,,1x,104mm,N/A,3.6lbs,Prime,"T-Tuned <p><a href=""/lens?family=Blackwing%207"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6adfa75e-6a39-4c57-b24f-68c357d25806/Blackwing+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e1d8564a-2846-4054-836f-4bc347145bf4/5S5A3992Edit+copy+2.jpg?content-type=image%2Fjpeg","Tribe7 Blackwing lenses are carefully tuned to create a cinematic look with a unique character. Inspired by classic optics they produce controlled distortion that enhances contrast roll-off, adds halation at the edges, and gives the image a softened, artistic feel with vintage-style flares. These lenses deliver a smooth, expressive image perfect for filmmakers seeking a distinctive visual style.",
Tribe7,Blackwing 7,137mm,T1.9,"3'1""",PL,Full Frame,,1x,104mm,N/A,3.8lbs,Prime,"T-Tuned <p><a href=""/lens?family=Blackwing%207"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6adfa75e-6a39-4c57-b24f-68c357d25806/Blackwing+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e1d8564a-2846-4054-836f-4bc347145bf4/5S5A3992Edit+copy+2.jpg?content-type=image%2Fjpeg","Tribe7 Blackwing lenses are carefully tuned to create a cinematic look with a unique character. Inspired by classic optics they produce controlled distortion that enhances contrast roll-off, adds halation at the edges, and gives the image a softened, artistic feel with vintage-style flares. These lenses deliver a smooth, expressive image perfect for filmmakers seeking a distinctive visual style.",
Tokina,AT-X,11-16mm,T2.8,1',PL or EF,Super 35,,1x,80mm,77mm,1.21lbs,Zoom,"<p><a href=""/lens?family=AT-X"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6f6eb29e-90dc-4017-baab-83e1e629e23d/5S5A4930+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5c182084-6e1d-45c1-895a-f9bb1dd9f0d1/5S5A4946+copy.jpg?content-type=image%2Fjpeg","The Tokina ATX 11–16mm is a wide-angle zoom lens known for its sharpness, fast T-stop, and minimal distortion, making it a go-to choice for Super 35 cinematography. Its compact build and consistent performance have made it a staple for handheld, gimbal, and run-and-gun setups. A popular tool for capturing dynamic environments and tight interiors with clarity and impact.",Yes
Tokina,Vista One,18mm,T1.5,"1'5.7""",PL,Full Frame,,1x,114mm,N/A,5.91lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Tokina,Vista One,25mm,T1.5,"1'1.8""",PL,Full Frame,,1x,114mm,N/A,4.83lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Tokina,Vista One,35mm,T1.5,"1'4""",PL,Full Frame,,1x,114mm,N/A,4.30lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Tokina,Vista One,50mm,T1.5,"1'7""",PL,Full Frame,,1x,114mm,N/A,4.65lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Tokina,Vista One,85mm,T1.5,"3'1.5""",PL,Full Frame,,1x,114mm,N/A,4.74lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Tokina,Vista One,105mm,T1.5,"3'9""",PL,Full Frame,,1x,114mm,N/A,5.64lbs,Prime,"<p><a href=""/lens?family=Vista%20One"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/be83c5e5-9aee-4201-9ff6-7278e9d83d12/5S5A4077+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/6397b27b-26ef-458e-bb94-00b380c31c1c/5S5A4041+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d380cc2f-c285-478b-bea5-56a204f19706/5S5A4035+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/4ecb1509-2a60-4e1e-9e5c-4820f5d42599/5S5A4083+copy.jpg?content-type=image%2Fjpeg","The Tokina Vista One lenses are a limited release version of the Vista Prime lenses featuring a new single coated front element and gray lens barrel aesthetic. The single coating allows for a reduction in contrast and increase in lens flare when off-axis lighting is used. These lenses have an extremely large image circle for full-frame coverage, little to no chromatic aberration, and minimal breathing. All lenses have a super fast T-stop of T1.5.",
Xelmus,Apollo,32mm,T2,"16""",PL,Super 35,,2x,114mm,N/A,4.6lbs,Prime,"Super 35 Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,40mm,T2,"15""",PL,Full Frame,,2x,114mm,N/A,4.4lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,50mm,T1.7,"15""",PL,Full Frame,,2x,104mm,N/A,3.8lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,60mm,T1.6,"16""",PL,Full Frame,,2x,104mm,N/A,3.8lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,75mm,T2,"20""",PL,Full Frame,,2x,104mm,N/A,4.2lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,100mm,T2.3,"17""",PL,Full Frame,,2x,104mm,N/A,4.4lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Xelmus,Apollo,135mm,T2.8,"2'6""",PL,Full Frame,,2x,104mm,N/A,5.0lbs,Prime,"Full Frame Anamorphic <p><a href=""/lens?family=Apollo"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/664af8a3-f535-4971-9874-f1c32b61fdbc/5S5A5383+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/1ba12476-73cc-40ba-a0c7-e63427c6bec2/5S5A5363+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/296b752e-4c52-403f-adf0-c96c9dad4ecd/5S5A5428+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/3bcba806-15b2-4411-b307-e7e1acbc2b28/5S5A5344+copy2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/925bed91-b85b-4743-899e-94a85cb1f2f2/5S5A5420+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c768c77f-bcac-43ca-a866-ba1e8d8b7465/5S5A5412+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/fb0cc719-1ab2-41cd-8f6c-6a902682c9ae/5S5A5379+copy2.jpg?content-type=image%2Fjpeg","The Xelmus Apollo series offers a true 2x anamorphic squeeze with controlled distortion, sharp center resolution, and consistent optical performance across the set. Featuring fast apertures, exceptional minimum focus, and unified gear positions, these lenses are built for professional workflows. The Apollos deliver classic anamorphic characteristics; oval bokeh, horizontal flares, and dimensional depth. All this while maintaining a modern mechanical design in a compact, lightweight housing. Precision-engineered in the Ukraine, they strike an impressive balance between vintage character and contemporary reliability.",
Zeiss,CP.2,35mm,T1.5,"12""",PL or EF,Full Frame,,1x,114mm,N/A,2.6lbs,Prime,"Compact Prime 2, super speed <p><a href=""/lens?family=CP.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/512445d1-fb40-4298-bb3b-ef5c3b3bcd04/5S5A5504+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80eaca87-16b6-4347-8451-a1baae924710/5S5A5508+copy.jpg?content-type=image%2Fjpeg","The Zeiss CP.2 Super Speed lenses combine the acclaimed optical quality of the CP.2 series with ultra-fast apertures for low-light and shallow depth-of-field control. Available in PL or EF mounts, they offer full-frame coverage, robust build, and precise manual controls—ideal for demanding productions requiring both speed and sharp image quality.",
Zeiss,CP.2,50mm,T1.5,"18""",PL or EF,Full Frame,,1x,114mm,N/A,1.8lbs,Prime,"Compact Prime 2, super speed <p><a href=""/lens?family=CP.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/512445d1-fb40-4298-bb3b-ef5c3b3bcd04/5S5A5504+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80eaca87-16b6-4347-8451-a1baae924710/5S5A5508+copy.jpg?content-type=image%2Fjpeg","The Zeiss CP.2 Super Speed lenses combine the acclaimed optical quality of the CP.2 series with ultra-fast apertures for low-light and shallow depth-of-field control. Available in PL or EF mounts, they offer full-frame coverage, robust build, and precise manual controls—ideal for demanding productions requiring both speed and sharp image quality.",
Zeiss,CP.2,85mm,T1.5,"3'3""",PL or EF,Full Frame,,1x,114mm,N/A,2.2lbs,Prime,"Compact Prime 2, super speed <p><a href=""/lens?family=CP.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/512445d1-fb40-4298-bb3b-ef5c3b3bcd04/5S5A5504+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80eaca87-16b6-4347-8451-a1baae924710/5S5A5508+copy.jpg?content-type=image%2Fjpeg","The Zeiss CP.2 Super Speed lenses combine the acclaimed optical quality of the CP.2 series with ultra-fast apertures for low-light and shallow depth-of-field control. Available in PL or EF mounts, they offer full-frame coverage, robust build, and precise manual controls—ideal for demanding productions requiring both speed and sharp image quality.",
